source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[disease]	factor value[TMT set]	factor value[HiRIEF pH range]
TMT set 4 channel 128N older adult without dementia sample 8	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	8	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 4	3-10
TMT set 4 channel 128C dementia with Lewy bodies sample 7	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	7	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 4	3-10
TMT set 4 channel 129N Parkinson's disease with dementia sample 7	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	7	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 4	3-10
TMT set 4 channel 129C Alzheimer's disease sample 8	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	8	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 4	3-10
TMT set 4 channel 130N Parkinson's disease with dementia sample 8	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	8	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 4	3-10
TMT set 4 channel 130C Alzheimer's disease sample 9	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	9	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 4	3-10
TMT set 4 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 4	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 channel 127N dementia with Lewy bodies sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 127C dementia with Lewy bodies sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 128N Parkinson's disease with dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 128C older adult without dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129N older adult without dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129C Parkinson's disease with dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 130N Alzheimer's disease sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 channel 130C Alzheimer's disease sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 2 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 2	3-10
TMT set 2 channel 127N Parkinson's disease with dementia sample 3	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	3	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 2	3-10
TMT set 2 channel 127C older adult without dementia sample 3	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	3	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 2	3-10
TMT set 2 channel 128N dementia with Lewy bodies sample 3	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	3	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 2	3-10
TMT set 2 channel 128C Parkinson's disease with dementia sample 4	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	4	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 2	3-10
TMT set 2 channel 129N dementia with Lewy bodies sample 4	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	4	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 2	3-10
TMT set 2 channel 129C Alzheimer's disease sample 3	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	3	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 2	3-10
TMT set 2 channel 130N older adult without dementia sample 4	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	4	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 2	3-10
TMT set 2 channel 130C Alzheimer's disease sample 4	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	4	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 2	3-10
TMT set 2 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 2	3-10
TMT set 2 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr62_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	62	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 2	3-10
TMT set 2 channel 127N Parkinson's disease with dementia sample 3	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	3	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr62_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	62	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset2_250ug_IPG3-10_50min_10of15ul_fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 2	3-10
