source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[sample matrix]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[platform]	comment[instrument]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[lot number]	comment[file uri]
PAD000028-SAMPLE_86	Homo sapiens	blood plasma	not applicable	86	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_86	PAD000028-r00086-SAMPLE_86	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_87	Homo sapiens	blood plasma	not applicable	87	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_87	PAD000028-r00087-SAMPLE_87	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_88	Homo sapiens	blood plasma	not applicable	1	pooled	quality control sample	not applicable	blood plasma	not applicable	not available	not applicable	not applicable	pooled	PAD000028-r00088-SAMPLE_88	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_89	Homo sapiens	blood plasma	not applicable	1	pooled	quality control sample	not applicable	blood plasma	not applicable	not available	not applicable	not applicable	pooled	PAD000028-r00089-SAMPLE_89	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_90	Homo sapiens	blood plasma	not applicable	88	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_90	PAD000028-r00090-SAMPLE_90	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_91	not applicable	not applicable	not applicable	1	not pooled	negative control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00091-SAMPLE_91	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_92	not applicable	not applicable	not applicable	1	not pooled	negative control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00092-SAMPLE_92	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_93	not applicable	not applicable	not applicable	1	not pooled	negative control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00093-SAMPLE_93	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_94	not applicable	not applicable	not applicable	1	not pooled	plate control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00094-SAMPLE_94	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_95	not applicable	not applicable	not applicable	1	not pooled	plate control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00095-SAMPLE_95	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_96	not applicable	not applicable	not applicable	1	not pooled	plate control	not applicable	not applicable	not applicable	not available	not applicable	not applicable	not applicable	PAD000028-r00096-SAMPLE_96	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
