source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
160824_BWNilsen_SILAC_O3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_O3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_O3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_O4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_O4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_O4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_P1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_P1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_P1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_P2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_P2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_P2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_P3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_P3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_P3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_P4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_P4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_P4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_Q1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_Q1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_Q1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_Q2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_Q2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_Q2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_Q3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_Q3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_Q3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_Q4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_Q4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_Q4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_N1	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_N1	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_N1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_N2	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_N2	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_N2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_N3	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_N3	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_N3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_N4	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_N4	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_N4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_O1	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_O1	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_O1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_O2	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_O2	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_O2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_O3	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_O3	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_O3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
161007_BWNilsen_SILAC_O4	Homo sapiens	cell culture	1	161007_BWNilsen_SILAC_O4	proteomic profiling by mass spectrometry	1	161007_BWNilsen_SILAC_O4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
